Ticker,Calls or Puts,Today Date,Time of Retrieval,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,Days left to Expiration,Underlying Price
GLD,Calls,2019-01-27,14:44:49,GLD190201C00112000,112.0,USD,9.48,0.0,0.0,5,63,10.55,11.15,REGULAR,2019-02-01,2019-01-18 20:56:57,0.5180712255859375,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00112500,112.5,USD,5.5,0.0,0.0,15,14,8.6,12.15,REGULAR,2019-02-01,2018-12-20 02:28:37,0.9116219775390625,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00113500,113.5,USD,6.11,0.0,0.0,1,16,9.05,11.1,REGULAR,2019-02-01,2018-12-21 21:26:50,0.6001016552734376,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00114000,114.0,USD,8.34,0.0,0.0,4,23,8.65,9.2,REGULAR,2019-02-01,2019-01-14 20:27:19,0.459966337890625,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00114500,114.5,USD,4.95,0.0,0.0,20,30,8.05,8.75,REGULAR,2019-02-01,2018-12-19 21:06:20,0.4580132324218751,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00115000,115.0,USD,7.87,1.6199999,25.919998,10,119,7.6,8.2,REGULAR,2019-02-01,2019-01-26 01:31:18,0.41992767578125,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00115500,115.5,USD,7.35,1.7599998,31.484789,6,46,7.15,7.6,REGULAR,2019-02-01,2019-01-25 21:46:48,0.36377589355468753,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00116000,116.0,USD,5.96,0.0,0.0,2,32,6.65,7.1,REGULAR,2019-02-01,2019-01-11 01:21:50,0.344733115234375,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00116500,116.5,USD,5.7,0.0,0.0,2,12,6.15,6.6,REGULAR,2019-02-01,2019-01-09 21:41:30,0.32520206054687495,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00117000,117.0,USD,5.72,1.4199996,33.023243,10,61,5.65,6.1,REGULAR,2019-02-01,2019-01-25 23:01:36,0.305671005859375,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00117500,117.5,USD,3.58,0.0,0.0,7,135,5.15,5.7,REGULAR,2019-02-01,2019-01-25 00:27:32,0.3178779150390625,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00118000,118.0,USD,4.84,1.4900002,44.47762,164,229,4.7,5.1,REGULAR,2019-02-01,2019-01-26 02:06:44,0.266608896484375,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00118500,118.5,USD,4.25,1.6400001,62.83526,2,136,4.35,4.5,REGULAR,2019-02-01,2019-01-26 00:51:00,0.21192194335937498,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00119000,119.0,USD,3.84,1.5999999,71.428566,67,465,3.85,4.0,REGULAR,2019-02-01,2019-01-26 02:21:39,0.19336744140625,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00119500,119.5,USD,3.33,1.3599999,69.03552,13,234,3.4,3.5,REGULAR,2019-02-01,2019-01-26 01:25:42,0.17432466308593753,True,5,265.78
GLD,Calls,2019-01-27,14:44:49,GLD190201C00120000,120.0,USD,2.9,1.5100001,108.6331,199,354,2.93,2.98,REGULAR,2019-02-01,2019-01-26 02:22:34,0.148446015625,True,5,265.78
