Ticker,Calls or Puts,Today Date,Time of Retrieval,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,Days left to Expiration,Underlying Price
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00230000,230.0,USD,108.42,8.419998,8.419998,5,104,105.6,110.25,REGULAR,2019-02-01,2019-01-25 23:09:26,2.026860401611328,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00245000,245.0,USD,79.43,0.0,0.0,1,12,90.7,95.0,REGULAR,2019-02-01,2019-01-24 20:25:43,1.7041030419921874,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00247500,247.5,USD,91.87,0.0,0.0,20,16,88.2,92.7,REGULAR,2019-02-01,2019-01-12 02:17:20,1.699708532714844,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00250000,250.0,USD,85.6,5.239998,6.520654,175,120,85.8,90.3,REGULAR,2019-02-01,2019-01-25 22:02:00,0.500005,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00255000,255.0,USD,87.08,0.0,0.0,1,118,80.7,85.05,REGULAR,2019-02-01,2019-01-18 21:32:32,1.5415061987304686,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00257500,257.5,USD,81.29,-1.6299973,-1.9657469,3,15,78.2,82.8,REGULAR,2019-02-01,2019-01-26 01:57:45,1.54297103515625,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00260000,260.0,USD,72.0,8.5,13.385826,1,112,75.7,80.1,REGULAR,2019-02-01,2019-01-25 20:14:01,1.4655788439941406,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00265000,265.0,USD,68.9,8.900002,14.833336,1,55,70.75,73.4,REGULAR,2019-02-01,2019-01-25 21:03:48,0.9687503125,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00267500,267.5,USD,57.95,0.0,0.0,1,75,68.3,72.7,REGULAR,2019-02-01,2019-01-25 02:07:37,1.3559602514648437,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00270000,270.0,USD,54.4,0.0,0.0,1,44,65.8,70.25,REGULAR,2019-02-01,2019-01-24 20:10:48,1.3220248742675782,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00272500,272.5,USD,53.0,0.0,0.0,1,22,63.3,67.7,REGULAR,2019-02-01,2019-01-25 02:07:37,1.272464575195312,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00275000,275.0,USD,63.0,15.639999,33.023647,104,226,60.8,65.2,REGULAR,2019-02-01,2019-01-25 22:14:09,1.2309608764648439,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00277500,277.5,USD,59.9,7.200001,13.66224,1,50,58.3,62.8,REGULAR,2019-02-01,2019-01-25 22:52:32,1.2043496813964842,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00280000,280.0,USD,58.25,7.450001,14.665357,15,88,55.8,60.3,REGULAR,2019-02-01,2019-01-26 02:25:01,1.1626018432617187,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00282500,282.5,USD,55.19,15.859997,40.325443,10,24,53.3,57.8,REGULAR,2019-02-01,2019-01-26 01:03:53,1.121342283935547,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00285000,285.0,USD,52.87,9.52,21.960787,3,31,50.9,55.3,REGULAR,2019-02-01,2019-01-26 02:22:17,0.5429733203125001,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00290000,290.0,USD,48.82,14.209999,41.057495,767,1829,47.55,50.4,REGULAR,2019-02-01,2019-01-25 22:56:52,0.7949239257812499,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00292500,292.5,USD,52.15,0.0,0.0,2,12,43.4,47.85,REGULAR,2019-02-01,2019-01-18 21:35:48,0.9626468579101561,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00295000,295.0,USD,42.08,9.030003,27.322248,19,88,42.75,44.0,REGULAR,2019-02-01,2019-01-25 23:48:39,0.584965087890625,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00297500,297.5,USD,36.1,7.3499985,25.565212,5,112,40.5,41.55,REGULAR,2019-02-01,2019-01-25 20:22:36,0.5961954443359375,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00300000,300.0,USD,38.5,10.129999,35.70673,143,274,37.85,39.1,REGULAR,2019-02-01,2019-01-26 02:29:55,0.551762294921875,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00302500,302.5,USD,35.56,9.360001,35.725193,5,161,35.45,36.7,REGULAR,2019-02-01,2019-01-26 00:13:26,0.5434615966796876,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00305000,305.0,USD,34.2,10.85,46.46681,44,159,33.05,34.3,REGULAR,2019-02-01,2019-01-26 01:14:30,0.5310105493164063,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00307500,307.5,USD,31.03,9.950001,47.20114,33,37,30.65,31.9,REGULAR,2019-02-01,2019-01-26 00:15:16,0.5151415673828125,True,5,265.78
NFLX,Calls,2019-01-27,14:44:57,NFLX190201C00310000,310.0,USD,28.69,9.120001,46.601948,28,172,28.55,29.55,REGULAR,2019-02-01,2019-01-26 02:29:19,0.5222215747070311,True,5,265.78
